customerID,Contract,PaperlessBilling,PaymentMethod,tenure_group,MonthlyChargeBand,TotalChargeBand,contract_key
9127-FHJBZ,Two year,Yes,Electronic check,61-72 Months,Premium,Q4,1171
6270-OMFIW,One year,Yes,Electronic check,49-60 Months,Premium,Q4,1172
1641-RQDAY,Month-to-month,Yes,Electronic check,25-48 Months,Premium,Q3,1173
0107-WESLM,Month-to-month,Yes,Electronic check,0-12 Months,Low,Q1,1174
6994-ORCWG,One year,Yes,Mailed check,13-24 Months,Medium,Q2,1175
1346-UFHAX,Month-to-month,Yes,Credit card (automatic),13-24 Months,High,Q2,1176
3992-YWPKO,Month-to-month,Yes,Credit card (automatic),0-12 Months,Premium,Q2,1177
2933-XEUJM,Two year,No,Mailed check,25-48 Months,High,Q3,1178
0125-LZQXK,Month-to-month,Yes,Electronic check,13-24 Months,Premium,Q3,1179
5461-QKNTN,Month-to-month,Yes,Electronic check,25-48 Months,Premium,Q4,1180
4835-YSJMR,Two year,Yes,Bank transfer (automatic),25-48 Months,Medium,Q3,1181
8399-YNDCH,Month-to-month,Yes,Bank transfer (automatic),13-24 Months,Medium,Q2,1182
3164-YAXFY,Month-to-month,Yes,Electronic check,49-60 Months,Medium,Q3,1183
0887-WBJVH,One year,Yes,Electronic check,49-60 Months,Premium,Q4,1184
4660-IRIBM,Month-to-month,Yes,Mailed check,13-24 Months,High,Q3,1185
5673-FSSMF,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q1,1186
7670-ZBPOQ,One year,Yes,Bank transfer (automatic),49-60 Months,Medium,Q3,1187
8089-UZWLX,Two year,No,Bank transfer (automatic),61-72 Months,Premium,Q4,1188
0080-OROZO,One year,Yes,Electronic check,25-48 Months,Premium,Q3,1189
3916-NRPAP,Month-to-month,No,Credit card (automatic),0-12 Months,High,Q1,1190
6807-SIWJI,One year,Yes,Electronic check,25-48 Months,Premium,Q4,1191
8221-HVAYI,Two year,Yes,Credit card (automatic),25-48 Months,Medium,Q3,1192
1579-KLYDT,Month-to-month,Yes,Electronic check,0-12 Months,Premium,Q2,1193
5232-NXPAY,Two year,No,Mailed check,25-48 Months,High,Q3,1194
8967-SZQAS,Month-to-month,No,Electronic check,13-24 Months,Medium,Q2,1195
4468-KAZHE,Month-to-month,Yes,Electronic check,13-24 Months,Medium,Q2,1196
0455-ENTCR,Two year,No,Electronic check,61-72 Months,High,Q4,1197
8944-AILEF,Month-to-month,Yes,Credit card (automatic),13-24 Months,Low,Q1,1198
5542-NKVRU,Two year,Yes,Bank transfer (automatic),25-48 Months,Low,Q2,1199
7126-RBHSD,Month-to-month,No,Electronic check,13-24 Months,High,Q2,1200
5370-IIVVL,One year,Yes,Credit card (automatic),25-48 Months,Premium,Q3,1201
6789-HJBWG,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q2,1202
3927-NLNRY,One year,Yes,Bank transfer (automatic),49-60 Months,Premium,Q4,1203
9087-EYCPR,Two year,No,Mailed check,49-60 Months,Low,Q3,1204
6791-YBNAK,Month-to-month,No,Credit card (automatic),13-24 Months,Low,Q2,1205
6358-LYNGM,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,1206
6077-BDPXA,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,1207
0013-MHZWF,Month-to-month,Yes,Credit card (automatic),0-12 Months,Medium,Q2,1208
5494-HECPR,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,1209
8268-YDIXR,One year,Yes,Electronic check,49-60 Months,Premium,Q4,1210
9824-BEMCV,Month-to-month,Yes,Electronic check,13-24 Months,Medium,Q2,1211
1373-ORVIZ,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q2,1212
4291-SHSBH,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q2,1213
6980-IMXXE,Two year,No,Bank transfer (automatic),61-72 Months,Low,Q3,1214
9866-QEVEE,Month-to-month,Yes,Bank transfer (automatic),13-24 Months,High,Q3,1215
9897-KXHCM,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,1216
0040-HALCW,Two year,No,Credit card (automatic),49-60 Months,Low,Q2,1217
0784-GTUUK,One year,Yes,Credit card (automatic),61-72 Months,Low,Q3,1218
7979-CORPM,Month-to-month,Yes,Credit card (automatic),13-24 Months,Premium,Q3,1219
2294-DMMUS,Month-to-month,Yes,Credit card (automatic),61-72 Months,High,Q4,1220
0872-JCPIB,Month-to-month,No,Bank transfer (automatic),13-24 Months,Medium,Q2,1221
3055-MJDSB,Month-to-month,Yes,Mailed check,0-12 Months,Low,Q1,1222
9091-WTUUY,Two year,No,Mailed check,61-72 Months,Medium,Q4,1223
1618-CFHME,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,1224
3165-HDOEW,Month-to-month,Yes,Mailed check,0-12 Months,Medium,Q1,1225
6581-NQCBA,Month-to-month,Yes,Electronic check,13-24 Months,Medium,Q2,1226
7115-IRDHS,Two year,No,Bank transfer (automatic),61-72 Months,Low,Q3,1227
8496-DMZUK,One year,No,Bank transfer (automatic),25-48 Months,Premium,Q3,1228
2040-VZIKE,Month-to-month,Yes,Mailed check,49-60 Months,Premium,Q4,1229
9068-VPWQQ,Two year,No,Credit card (automatic),61-72 Months,High,Q4,1230
0178-SZBHO,Month-to-month,No,Electronic check,25-48 Months,High,Q4,1231
0384-RVBPI,Month-to-month,No,Credit card (automatic),13-24 Months,Medium,Q3,1232
1689-MRZQR,Month-to-month,No,Electronic check,25-48 Months,High,Q3,1233
1299-AURJA,Two year,No,Bank transfer (automatic),61-72 Months,Low,Q3,1234
4525-VZCZG,One year,Yes,Electronic check,49-60 Months,Premium,Q4,1235
1543-LLLFT,One year,Yes,Mailed check,61-72 Months,Premium,Q4,1236
5835-BEQEU,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,1237
2788-CJQAQ,One year,No,Mailed check,13-24 Months,Low,Q1,1238
5565-FILXA,Month-to-month,Yes,Electronic check,13-24 Months,Premium,Q3,1239
0319-QZTCO,Month-to-month,Yes,Credit card (automatic),0-12 Months,Medium,Q1,1240
2120-SMPEX,Month-to-month,Yes,Mailed check,25-48 Months,Low,Q2,1241
0096-FCPUF,Month-to-month,Yes,Mailed check,25-48 Months,Medium,Q3,1242
0668-OGMHD,Month-to-month,No,Electronic check,13-24 Months,Low,Q2,1243
5552-ZNFSJ,Month-to-month,No,Electronic check,0-12 Months,Medium,Q1,1244
2223-KAGMX,Month-to-month,No,Bank transfer (automatic),13-24 Months,Low,Q1,1245
6507-ZJSUR,Month-to-month,Yes,Electronic check,13-24 Months,Premium,Q3,1246
9408-HRXRK,Month-to-month,Yes,Electronic check,25-48 Months,Premium,Q4,1247
5593-SUAOO,One year,No,Bank transfer (automatic),13-24 Months,High,Q3,1248
7321-PKUYW,Month-to-month,No,Electronic check,0-12 Months,Premium,Q2,1249
2833-SLKDQ,Month-to-month,No,Mailed check,0-12 Months,Medium,Q1,1250
6766-HFKLA,Two year,No,Bank transfer (automatic),49-60 Months,Premium,Q4,1251
7595-EUIVN,Month-to-month,No,Electronic check,0-12 Months,High,Q1,1252
7617-EYGLW,Month-to-month,No,Electronic check,0-12 Months,Low,Q1,1253
2026-TGDHM,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,1254
9220-ZNKJI,Two year,No,Credit card (automatic),49-60 Months,High,Q4,1255
4030-VPZBD,Month-to-month,Yes,Electronic check,0-12 Months,Low,Q1,1256
2226-ICFDO,Two year,Yes,Credit card (automatic),61-72 Months,High,Q4,1257
0723-VSOBE,One year,No,Electronic check,25-48 Months,Low,Q3,1258
5529-GIBVH,Two year,No,Mailed check,25-48 Months,Low,Q2,1259
4187-CINZD,One year,No,Credit card (automatic),25-48 Months,Premium,Q4,1260
9992-UJOEL,Month-to-month,Yes,Mailed check,0-12 Months,Medium,Q1,1261
4741-WWJQZ,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,1262
6625-UTXEW,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q2,1263
6818-WOBHJ,Month-to-month,Yes,Bank transfer (automatic),61-72 Months,High,Q4,1264
6244-BESBM,Two year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,1265
1004-NOZNR,One year,No,Credit card (automatic),49-60 Months,Premium,Q4,1266
1251-STYSZ,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,1267
2612-PHGOX,Two year,Yes,Bank transfer (automatic),61-72 Months,High,Q4,1268
2408-TZMJL,One year,Yes,Electronic check,49-60 Months,Premium,Q4,1269
8480-PPONV,Two year,No,Bank transfer (automatic),61-72 Months,Premium,Q4,1270
8780-IHCRN,Two year,No,Credit card (automatic),61-72 Months,Low,Q3,1271
4598-ZADCK,One year,Yes,Electronic check,49-60 Months,Medium,Q3,1272
1257-SXUXQ,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,1273
9681-KYGYB,Month-to-month,Yes,Electronic check,49-60 Months,High,Q4,1274
7182-OVLBJ,Two year,Yes,Bank transfer (automatic),61-72 Months,Premium,Q4,1275
5095-ETBRJ,Two year,No,Mailed check,49-60 Months,Medium,Q3,1276
7005-CYUIL,Two year,Yes,Electronic check,61-72 Months,Premium,Q4,1277
4821-WQOYN,Two year,Yes,Credit card (automatic),61-72 Months,Low,Q2,1278
4730-AWNAU,One year,No,Credit card (automatic),25-48 Months,Medium,Q3,1279
3452-FLHYD,One year,Yes,Bank transfer (automatic),25-48 Months,Low,Q2,1280
2388-LAESQ,Two year,Yes,Bank transfer (automatic),61-72 Months,Premium,Q4,1281
9531-NSBMR,One year,Yes,Bank transfer (automatic),25-48 Months,Low,Q2,1282
6260-ONULR,Month-to-month,Yes,Mailed check,0-12 Months,Medium,Q1,1283
4389-UEFCZ,Two year,Yes,Electronic check,61-72 Months,Premium,Q4,1284
8711-LOBKY,Two year,No,Mailed check,49-60 Months,Low,Q2,1285
9134-CEQMF,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,1286
8985-OOPOS,One year,No,Credit card (automatic),0-12 Months,High,Q1,1287
8800-ZKRFW,Month-to-month,Yes,Electronic check,25-48 Months,Premium,Q3,1288
2616-FLVQC,Two year,No,Mailed check,61-72 Months,Low,Q2,1289
9968-FFVVH,One year,No,Bank transfer (automatic),61-72 Months,Medium,Q4,1290
3108-PCCGG,Two year,No,Credit card (automatic),61-72 Months,High,Q4,1291
7993-PYKOF,Month-to-month,No,Electronic check,0-12 Months,High,Q2,1292
8390-FESFV,Two year,No,Bank transfer (automatic),61-72 Months,High,Q4,1293
3022-BEXHZ,Two year,Yes,Bank transfer (automatic),61-72 Months,Premium,Q4,1294
5027-XWQHA,Month-to-month,No,Electronic check,0-12 Months,Medium,Q1,1295
6248-TKCQV,Two year,Yes,Bank transfer (automatic),61-72 Months,High,Q4,1296
6729-GDNGC,Month-to-month,No,Bank transfer (automatic),13-24 Months,High,Q3,1297
6198-ZFIOJ,Month-to-month,No,Electronic check,0-12 Months,High,Q2,1298
5989-OMNJE,One year,No,Electronic check,13-24 Months,Medium,Q2,1299
4566-QVRRW,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q2,1300
1291-CUOCY,Two year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,1301
9795-SHUHB,Two year,Yes,Credit card (automatic),61-72 Months,Medium,Q4,1302
3230-IUALN,Two year,Yes,Mailed check,25-48 Months,High,Q3,1303
0042-RLHYP,Two year,No,Bank transfer (automatic),61-72 Months,Low,Q2,1304
8519-IMDHU,Month-to-month,Yes,Bank transfer (automatic),13-24 Months,High,Q2,1305
4945-RVMTE,Month-to-month,Yes,Bank transfer (automatic),25-48 Months,Medium,Q3,1306
0201-OAMXR,One year,No,Credit card (automatic),61-72 Months,Premium,Q4,1307
1866-NXPSP,One year,Yes,Mailed check,25-48 Months,High,Q3,1308
3372-KWFBM,Month-to-month,Yes,Electronic check,13-24 Months,High,Q2,1309
7831-QGOXH,Month-to-month,Yes,Electronic check,13-24 Months,High,Q3,1310
6393-WRYZE,Month-to-month,Yes,Electronic check,25-48 Months,Premium,Q3,1311
3941-XTSKM,One year,Yes,Credit card (automatic),25-48 Months,Medium,Q3,1312
1661-CZBAU,One year,Yes,Bank transfer (automatic),25-48 Months,High,Q3,1313
6599-RCLCJ,Month-to-month,Yes,Electronic check,25-48 Months,Premium,Q4,1314
9831-BPFRI,One year,Yes,Electronic check,25-48 Months,High,Q3,1315
5158-RIVOP,Two year,No,Credit card (automatic),0-12 Months,Low,Q1,1316
9788-YTFGE,Month-to-month,Yes,Mailed check,0-12 Months,Low,Q1,1317
9277-JOOMO,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,1318
1907-YLNYW,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q2,1319
1725-MIMXW,Month-to-month,Yes,Mailed check,0-12 Months,Low,Q1,1320
8947-YRTDV,One year,No,Mailed check,25-48 Months,Premium,Q3,1321
3161-ONRWK,One year,Yes,Bank transfer (automatic),49-60 Months,Medium,Q4,1322
0114-RSRRW,Month-to-month,Yes,Bank transfer (automatic),0-12 Months,Low,Q1,1323
4565-NLZBV,Two year,Yes,Bank transfer (automatic),61-72 Months,Low,Q3,1324
0031-PVLZI,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,1325
7206-GZCDC,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q1,1326
6682-VCIXC,One year,Yes,Bank transfer (automatic),25-48 Months,Medium,Q3,1327
4791-QRGMF,One year,Yes,Bank transfer (automatic),49-60 Months,Premium,Q4,1328
6475-VHUIZ,Month-to-month,No,Electronic check,13-24 Months,Medium,Q2,1329
3910-MRQOY,Two year,No,Bank transfer (automatic),61-72 Months,Low,Q3,1330
0661-WCQNQ,One year,Yes,Credit card (automatic),13-24 Months,Medium,Q2,1331
7537-RBWEA,Month-to-month,Yes,Mailed check,0-12 Months,Low,Q1,1332
4656-CAURT,Two year,No,Bank transfer (automatic),61-72 Months,Low,Q3,1333
0121-SNYRK,One year,Yes,Mailed check,49-60 Months,Medium,Q3,1334
1768-ZAIFU,Month-to-month,Yes,Electronic check,0-12 Months,Low,Q1,1335
4671-LXRDQ,Month-to-month,Yes,Mailed check,0-12 Months,Medium,Q1,1336
3733-LSYCE,Month-to-month,No,Bank transfer (automatic),13-24 Months,High,Q2,1337
6265-FRMTQ,Two year,No,Bank transfer (automatic),25-48 Months,Low,Q2,1338
1934-SJVJK,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,1339
3838-OZURD,Month-to-month,Yes,Credit card (automatic),61-72 Months,Premium,Q4,1340
1371-DWPAZ,Two year,No,Credit card (automatic),0-12 Months,Medium,Q2,1341
9269-CQOOL,Month-to-month,Yes,Credit card (automatic),0-12 Months,Medium,Q1,1342
2017-CCBLH,Two year,No,Mailed check,0-12 Months,Low,Q1,1343
7690-KPNCU,One year,Yes,Credit card (automatic),61-72 Months,High,Q4,1344
0536-BGFMZ,Month-to-month,No,Mailed check,25-48 Months,Low,Q2,1345
2293-IJWPS,One year,Yes,Credit card (automatic),49-60 Months,Premium,Q4,1346
2845-HSJCY,Month-to-month,Yes,Electronic check,13-24 Months,High,Q2,1347
5469-NUJUR,Two year,Yes,Mailed check,13-24 Months,Low,Q1,1348
1184-PJVDB,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,1349
2625-TRCZQ,Month-to-month,Yes,Electronic check,49-60 Months,Medium,Q3,1350
4102-HLENU,Two year,No,Mailed check,61-72 Months,Medium,Q4,1351
7266-GSSJX,Month-to-month,Yes,Electronic check,0-12 Months,Low,Q1,1352
7722-VJRQD,Two year,No,Bank transfer (automatic),61-72 Months,Medium,Q4,1353
7073-QETQY,One year,Yes,Electronic check,61-72 Months,Low,Q2,1354
9415-DPEWS,Month-to-month,Yes,Electronic check,13-24 Months,High,Q3,1355
5624-RYAMH,Month-to-month,Yes,Electronic check,0-12 Months,Low,Q1,1356
0196-JTUQI,Month-to-month,Yes,Credit card (automatic),0-12 Months,High,Q2,1357
7130-YXBRO,Month-to-month,Yes,Bank transfer (automatic),25-48 Months,Premium,Q4,1358
9272-LSVYH,Month-to-month,No,Mailed check,0-12 Months,High,Q2,1359
7943-RQCHR,Month-to-month,Yes,Electronic check,0-12 Months,Premium,Q2,1360
3793-MMFUH,Month-to-month,Yes,Electronic check,13-24 Months,Premium,Q2,1361
3249-ZPQRG,Month-to-month,No,Electronic check,0-12 Months,High,Q1,1362
2568-BRGYX,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,1363
3084-DOWLE,Two year,No,Bank transfer (automatic),61-72 Months,Premium,Q4,1364
1084-MNSMJ,Two year,No,Credit card (automatic),49-60 Months,High,Q4,1365
7721-JXEAW,Month-to-month,Yes,Bank transfer (automatic),49-60 Months,Medium,Q3,1366
7249-WBIYX,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,1367
4238-HFHSN,Month-to-month,Yes,Electronic check,61-72 Months,High,Q4,1368
6250-CGGUN,One year,No,Electronic check,49-60 Months,High,Q4,1369
5478-JJVZK,Month-to-month,Yes,Mailed check,25-48 Months,Medium,Q3,1370
7596-IIWYC,Two year,Yes,Bank transfer (automatic),25-48 Months,Low,Q2,1371
6567-HOOPW,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,1372
9793-WECQC,Month-to-month,No,Mailed check,13-24 Months,Premium,Q3,1373
4291-HPAXL,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,1374
8999-YPYBV,Two year,Yes,Mailed check,25-48 Months,High,Q4,1375
1839-FBNFR,Two year,Yes,Bank transfer (automatic),25-48 Months,Low,Q2,1376
3164-AALRN,One year,Yes,Mailed check,0-12 Months,Medium,Q1,1377
3071-MVJCD,Two year,No,Bank transfer (automatic),61-72 Months,High,Q4,1378
1697-BCSHV,Month-to-month,Yes,Bank transfer (automatic),49-60 Months,Medium,Q4,1379
0562-KBDVM,Two year,Yes,Bank transfer (automatic),61-72 Months,Medium,Q3,1380
1131-SUEKT,One year,Yes,Bank transfer (automatic),61-72 Months,Premium,Q4,1381
3717-OEAUQ,Month-to-month,No,Mailed check,0-12 Months,High,Q1,1382
4538-WNTMJ,One year,No,Mailed check,25-48 Months,Low,Q2,1383
3334-CTHOL,Month-to-month,Yes,Bank transfer (automatic),0-12 Months,Medium,Q1,1384
4704-ERYFC,Month-to-month,Yes,Electronic check,13-24 Months,Medium,Q3,1385
9432-RUVSL,Two year,Yes,Credit card (automatic),25-48 Months,Premium,Q4,1386
8060-HIWJJ,Two year,No,Credit card (automatic),61-72 Months,High,Q4,1387
7684-XSZIY,Two year,No,Bank transfer (automatic),61-72 Months,Low,Q3,1388
9089-UOWJG,Month-to-month,Yes,Credit card (automatic),0-12 Months,Medium,Q2,1389
8621-MNIHH,Month-to-month,Yes,Electronic check,25-48 Months,Premium,Q3,1390
8039-ACLPL,Two year,No,Credit card (automatic),61-72 Months,Medium,Q4,1391
9885-AIBVB,Month-to-month,Yes,Electronic check,25-48 Months,High,Q3,1392
1934-MKPXS,One year,No,Credit card (automatic),25-48 Months,Low,Q2,1393
2592-YKDIF,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,1394
2272-JKMSI,One year,Yes,Electronic check,61-72 Months,Premium,Q4,1395
0471-LVHGK,One year,Yes,Electronic check,25-48 Months,High,Q3,1396
9518-RWHZL,One year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,1397
8714-CTZJW,Month-to-month,Yes,Credit card (automatic),0-12 Months,High,Q1,1398
3569-EDBPQ,Month-to-month,Yes,Electronic check,13-24 Months,High,Q3,1399
3131-NWVFJ,One year,No,Mailed check,13-24 Months,Low,Q1,1400
7521-YXVZY,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,1401
5419-CONWX,Month-to-month,Yes,Credit card (automatic),0-12 Months,Premium,Q2,1402
6240-EURKS,Month-to-month,Yes,Electronic check,13-24 Months,Low,Q2,1403
2373-NTKOD,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q2,1404
1970-KKFWL,Two year,No,Bank transfer (automatic),25-48 Months,Low,Q2,1405
6960-HVYXR,Month-to-month,No,Electronic check,0-12 Months,High,Q1,1406
9337-SRRNI,Two year,Yes,Credit card (automatic),61-72 Months,Low,Q3,1407
0895-UADGO,Two year,Yes,Mailed check,0-12 Months,Medium,Q1,1408
5678-VFNEQ,One year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,1409
5977-CKHON,Month-to-month,Yes,Bank transfer (automatic),25-48 Months,Premium,Q4,1410
7024-OHCCK,Month-to-month,Yes,Electronic check,0-12 Months,Premium,Q1,1411
2692-BUCFV,Month-to-month,Yes,Bank transfer (automatic),25-48 Months,Premium,Q3,1412
7861-UVUFT,Month-to-month,Yes,Electronic check,13-24 Months,High,Q2,1413
1830-GGFNM,Two year,No,Credit card (automatic),61-72 Months,Premium,Q4,1414
5302-BDJNT,Month-to-month,No,Electronic check,25-48 Months,Premium,Q3,1415
5223-UZAVK,One year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,1416
4859-ZSRDZ,Two year,Yes,Credit card (automatic),49-60 Months,Medium,Q3,1417
5651-WYIPH,Month-to-month,Yes,Credit card (automatic),13-24 Months,Medium,Q2,1418
9350-VLHMB,Month-to-month,Yes,Bank transfer (automatic),61-72 Months,High,Q4,1419
3498-LZGQZ,Two year,Yes,Mailed check,61-72 Months,Low,Q2,1420
8785-CJSHH,Month-to-month,Yes,Electronic check,49-60 Months,Premium,Q4,1421
5357-TZHPP,Month-to-month,Yes,Credit card (automatic),0-12 Months,High,Q2,1422
3870-SPZSI,Two year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,1423
0680-DFNNY,Month-to-month,Yes,Electronic check,13-24 Months,Premium,Q3,1424
7560-QRBXH,One year,No,Mailed check,25-48 Months,Low,Q2,1425
7077-XJMET,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,1426
8752-GHJFU,One year,Yes,Electronic check,61-72 Months,Premium,Q4,1427
6896-SRVYQ,Month-to-month,No,Electronic check,25-48 Months,High,Q3,1428
7767-UXAGJ,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q1,1429
4652-ODEVH,Two year,No,Mailed check,25-48 Months,Low,Q2,1430
6510-UPNKS,One year,No,Credit card (automatic),13-24 Months,Low,Q2,1431
6718-BDGHG,One year,Yes,Bank transfer (automatic),25-48 Months,Medium,Q3,1432
9046-DQMTP,Month-to-month,No,Bank transfer (automatic),25-48 Months,Low,Q2,1433
6439-LAJXL,Month-to-month,Yes,Mailed check,0-12 Months,Medium,Q2,1434
1571-SAVHK,Month-to-month,Yes,Mailed check,0-12 Months,Premium,Q2,1435
9052-VKDUW,Month-to-month,Yes,Credit card (automatic),61-72 Months,Premium,Q4,1436
9546-CQJSU,Month-to-month,Yes,Electronic check,0-12 Months,Premium,Q1,1437
1666-JZPZT,Month-to-month,No,Mailed check,25-48 Months,Medium,Q2,1438
5777-KJIRB,One year,Yes,Mailed check,25-48 Months,Medium,Q3,1439
0506-LVNGN,Month-to-month,Yes,Credit card (automatic),0-12 Months,High,Q1,1440
7677-SJJJK,One year,No,Credit card (automatic),0-12 Months,Low,Q1,1441
2480-EJWYP,One year,Yes,Bank transfer (automatic),49-60 Months,Premium,Q4,1442
3253-HKOKL,One year,No,Electronic check,49-60 Months,Premium,Q4,1443
7055-HNEOJ,Month-to-month,Yes,Mailed check,0-12 Months,Medium,Q1,1444
5514-YQENT,Two year,Yes,Electronic check,25-48 Months,Premium,Q4,1445
3211-AAPKX,Month-to-month,Yes,Mailed check,13-24 Months,Premium,Q3,1446
8445-DNBAE,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q1,1447
2951-QOQTK,Month-to-month,No,Credit card (automatic),0-12 Months,High,Q1,1448
